State/Centre,Type,Board,Grade,Subject,Medium,Textbook Name,Chapter No.,Chapter Name,Chapter - Concept Name,Explanation,Practice,Combined,Selection process for video,Topic Name,Topic - Concept Name,Sub-Topic,Explanation,Practice,Combined,Selection process for video,Reviewed ,Comments
Centre,K-12,CBSE,Class 9,Geography,English,Contemporary India - I,5,Natural Vegetation and Wild Life,Natural Vegetation and Wild Life - India, ,,, ,NA,NA,NA,,,,,,
Centre,K-12,CBSE,Class 9,Geography,English,Contemporary India - I,5,Natural Vegetation and Wild Life,Natural Vegetation and Wild Life - India, ,,,,Relief,Relief,Land,,,,,,
Centre,K-12,CBSE,Class 9,Geography,English,Contemporary India - I,5,Natural Vegetation and Wild Life,Natural Vegetation and Wild Life - India, ,,,,Relief,Relief,Soil,,,,,,
Centre,K-12,CBSE,Class 9,Geography,English,Contemporary India - I,5,Natural Vegetation and Wild Life,Natural Vegetation and Wild Life - India, ,,,,Climate,Climate,Temperature,,,,,,
Centre,K-12,CBSE,Class 9,Geography,English,Contemporary India - I,5,Natural Vegetation and Wild Life,Natural Vegetation and Wild Life - India, ,,,,Climate,Climate,Photoperiod (Sunlight ), ,,,,,
Centre,K-12,CBSE,Class 9,Geography,English,Contemporary India - I,5,Natural Vegetation and Wild Life,Natural Vegetation and Wild Life - India, ,,,,Climate,Climate,Precipitation,,,,,,
Centre,K-12,CBSE,Class 9,Geography,English,Contemporary India - I,5,Natural Vegetation and Wild Life,Natural Vegetation and Wild Life - India, ,,,,Ecosystem,Ecosystem,NA, ,,, ,,
Centre,K-12,CBSE,Class 9,Geography,English,Contemporary India - I,5,Natural Vegetation and Wild Life,Natural Vegetation and Wild Life - India, ,,,,Types of Vegetation,Types of Vegetation in India,NA,,,,,,
Centre,K-12,CBSE,Class 9,Geography,English,Contemporary India - I,5,Natural Vegetation and Wild Life,Natural Vegetation and Wild Life - India, ,,,,Types of Vegetation,Types of Vegetation in India,Tropical Evergreen Forests, ,,,,,
Centre,K-12,CBSE,Class 9,Geography,English,Contemporary India - I,5,Natural Vegetation and Wild Life,Natural Vegetation and Wild Life - India, ,,,,Types of Vegetation,Types of Vegetation in India,Tropical Deciduous Forests, ,,,,,
Centre,K-12,CBSE,Class 9,Geography,English,Contemporary India - I,5,Natural Vegetation and Wild Life,Natural Vegetation and Wild Life - India, ,,,,Types of Vegetation,Types of Vegetation in India,The Thorn Forests and Scrubs, ,,,,,
Centre,K-12,CBSE,Class 9,Geography,English,Contemporary India - I,5,Natural Vegetation and Wild Life,Natural Vegetation and Wild Life - India, ,,,,Types of Vegetation,Types of Vegetation in India,Montane Forests,,,,,,
Centre,K-12,CBSE,Class 9,Geography,English,Contemporary India - I,5,Natural Vegetation and Wild Life,Natural Vegetation and Wild Life - India, ,,,,Types of Vegetation,Types of Vegetation in India,Mangrove Forests, ,,,,,
Centre,K-12,CBSE,Class 9,Geography,English,Contemporary India - I,5,Natural Vegetation and Wild Life,Natural Vegetation and Wild Life - India, ,,,,Medicinal Plants,Medicinal Plants,NA,,,,,,
Centre,K-12,CBSE,Class 9,Geography,English,Contemporary India - I,5,Natural Vegetation and Wild Life,Natural Vegetation and Wild Life - India, ,,,,Wild Life,Wild Life,NA,,,, ,,
Centre,K-12,CBSE,Class 9,Geography,English,Contemporary India - I,5,Natural Vegetation and Wild Life,Natural Vegetation and Wild Life - India, ,,,,Wild Life,Wild Life,Migratory Birds,,,,,,
Centre,K-12,CBSE,Class 9,Geography,English,Contemporary India - I,6,Population,Population : India, ,,, ,NA,NA,NA,,,,,,
Centre,K-12,CBSE,Class 9,Geography,English,Contemporary India - I,6,Population,Population : India, ,,,,Population Size and Distribution,Population Size and Distribution in India,India’s Population Size and Distribution by Numbers, ,,,,,
Centre,K-12,CBSE,Class 9,Geography,English,Contemporary India - I,6,Population,Population : India, ,,,,Population Size and Distribution,Population Size and Distribution in India,India’s Population Distribution by Density, ,,,,,
Centre,K-12,CBSE,Class 9,Geography,English,Contemporary India - I,6,Population,Population : India, ,,,,Population Growth and Processes of population Change,Population Growth and Processes of population Change in India,NA,,,,,,
Centre,K-12,CBSE,Class 9,Geography,English,Contemporary India - I,6,Population,Population : India, ,,,,Population Growth and Processes of population Change,Population Growth and Processes of population Change in India,Population Growth, ,,,,,
Centre,K-12,CBSE,Class 9,Geography,English,Contemporary India - I,6,Population,Population : India, ,,,,Population Growth and Processes of population Change,Population Growth and Processes of population Change in India,Processes of Population Change/Growth, ,,,,,
Centre,K-12,CBSE,Class 9,Geography,English,Contemporary India - I,6,Population,Population : India, ,,,,Population Growth and Processes of population Change,Population Growth and Processes of population Change in India,Age Composition, ,,,,,
Centre,K-12,CBSE,Class 9,Geography,English,Contemporary India - I,6,Population,Population : India, ,,,,Population Growth and Processes of population Change,Population Growth and Processes of population Change in India,Sex Ratio,,,,,,
Centre,K-12,CBSE,Class 9,Geography,English,Contemporary India - I,6,Population,Population : India, ,,,,Population Growth and Processes of population Change,Population Growth and Processes of population Change in India,Literacy Rates,,,,,,
Centre,K-12,CBSE,Class 9,Geography,English,Contemporary India - I,6,Population,Population : India, ,,,,Population Growth and Processes of population Change,Population Growth and Processes of population Change in India,Occupational Structure, ,,,,,
Centre,K-12,CBSE,Class 9,Geography,English,Contemporary India - I,6,Population,Population : India, ,,,,Population Growth and Processes of population Change,Population Growth and Processes of population Change in India,Health,,,,,,
Centre,K-12,CBSE,Class 9,Geography,English,Contemporary India - I,6,Population,Population : India, ,,,,Population Growth and Processes of population Change,Population Growth and Processes of population Change in India,Adolescent Population, ,,,,,
Centre,K-12,CBSE,Class 9,Geography,English,Contemporary India - I,6,Population,Population : India, ,,,,Population Growth and Processes of population Change,Population Growth and Processes of population Change in India,National Population Policy, ,,,,,
Centre,K-12,CBSE,Class 9,Geography,English,Contemporary India - I,6,Population,Population : India, ,,,,Population Growth and Processes of population Change,Population Growth and Processes of population Change in India,NPP 2000 and Adolescents, ,,,,,
Centre,K-12,CBSE,Class 10,Geography,English,Contemporary India - II,1,Resources and Development,Resources and Development - India,https://diksha.gov.in/play/content/do_31257982486549299219976, ,,C3,NA,NA,NA,,,,,Reviewed ,
Centre,K-12,CBSE,Class 10,Geography,English,Contemporary India - II,1,Resources and Development,Resources and Development - India, ,,,,Types of Resources,Types of Resources,NA,https://diksha.gov.in/play/content/do_31257982491756953629739, ,,C3,Reviewed ,
Centre,K-12,CBSE,Class 10,Geography,English,Contemporary India - II,1,Resources and Development,Resources and Development - India, ,,,,Types of Resources,Types of Resources,On the Basis of Origin,https://diksha.gov.in/play/content/do_31257982492664627219980, ,,C5,,
,,,,,,,,,,,,,,,,,https://diksha.gov.in/play/content/do_31257982493851648019981, ,,C5,Reviewed ,"Not relevant; This is about Abiotic Components, may be wrongly put here, also it is not taged to any chapter or topic, "
Centre,K-12,CBSE,Class 10,Geography,English,Contemporary India - II,1,Resources and Development,Resources and Development - India, ,,,,Types of Resources,Types of Resources,On the Basis of Exhaustibility,https://diksha.gov.in/play/content/do_31257982494960844819982, ,,C5,Reviewed ,
,,,,,,,,,,,,,,,,,https://diksha.gov.in/play/content/do_31257982496304332819983, ,,C5,Reviewed ,
Centre,K-12,CBSE,Class 10,Geography,English,Contemporary India - II,1,Resources and Development,Resources and Development - India, ,,,,Types of Resources,Types of Resources,On the Basis of Ownership, ,,, ,,
Centre,K-12,CBSE,Class 10,Geography,English,Contemporary India - II,1,Resources and Development,Resources and Development - India, ,,,,Types of Resources,Types of Resources,On the Basis of the Status of Development,https://diksha.gov.in/play/content/do_31257982498618572819984, ,,C3,,
Centre,K-12,CBSE,Class 10,Geography,English,Contemporary India - II,1,Resources and Development,Resources and Development - India, ,,,,Development of Resources,Development of Resources,NA,,,,,,
Centre,K-12,CBSE,Class 10,Geography,English,Contemporary India - II,1,Resources and Development,Resources and Development - India, ,,,,Development of Resources,Development of Resources,Sustainable development, ,,,,,
Centre,K-12,CBSE,Class 10,Geography,English,Contemporary India - II,1,Resources and Development,Resources and Development - India, ,,,,"Rio de Janeiro Earth Summit, 1992",Sustainable Development,NA,https://community.ekstep.in/preview/content/do_31257982502795673619986, ,,C5,Reviewed ,
Centre,K-12,CBSE,Class 10,Geography,English,Contemporary India - II,1,Resources and Development,Resources and Development - India, ,,,,"Rio de Janeiro Earth Summit, 1992",Sustainable Development,"Rio de Janeiro Earth Summit, 1992 - Agenda 21",https://community.ekstep.in/preview/content/do_31257982504897740829743, ,,C3,Reviewed ,
Centre,K-12,CBSE,Class 10,Geography,English,Contemporary India - II,1,Resources and Development,Resources and Development - India, ,,,,Resource Planning,Resource Planning in India,NA, ,,, ,,
Centre,K-12,CBSE,Class 10,Geography,English,Contemporary India - II,1,Resources and Development,Resources and Development - India, ,,,,Resource Planning,Resource Planning in India,Resource Planning in India, ,,,,,
Centre,K-12,CBSE,Class 10,Geography,English,Contemporary India - II,1,Resources and Development,Resources and Development - India, ,,,,Land Resources,Land Resources,NA,https://community.ekstep.in/preview/content/do_31257982510011187219991, ,,C3,Reviewed ,
Centre,K-12,CBSE,Class 10,Geography,English,Contemporary India - II,1,Resources and Development,Resources and Development - India, ,,,,Land Resources,Land Resources,Land Utilisation, ,,, ,,
Centre,K-12,CBSE,Class 10,Geography,English,Contemporary India - II,1,Resources and Development,Resources and Development - India, ,,,,Land Resources,Land Resources,Land Use Pattern in India, ,,, ,,
Centre,K-12,CBSE,Class 10,Geography,English,Contemporary India - II,1,Resources and Development,Resources and Development - India, ,,,,Land Degradation and Conservation measures,Land Degradation and Conservation measurement in India,NA,https://community.ekstep.in/preview/content/do_31257982514447974429748, ,,C5,,
Centre,K-12,CBSE,Class 10,Geography,English,Contemporary India - II,1,Resources and Development,Resources and Development - India, ,,,,Soil as a Resource,Soil as a Resource,NA,https://diksha.gov.in/play/content/do_31257982520860672029750, ,,C3,,
Centre,K-12,CBSE,Class 10,Geography,English,Contemporary India - II,1,Resources and Development,Resources and Development - India, ,,,,Soil as a Resource,Soil as a Resource,Classification of Soils,https://diksha.gov.in/play/content/do_31257982521657753629751, ,,C3,,
Centre,K-12,CBSE,Class 10,Geography,English,Contemporary India - II,1,Resources and Development,Resources and Development - India, ,,,,Soil as a Resource,Soil as a Resource,Classification of Soils - Alluvial Soils, ,,, ,,
Centre,K-12,CBSE,Class 10,Geography,English,Contemporary India - II,1,Resources and Development,Resources and Development - India, ,,,,Soil as a Resource,Soil as a Resource,Classification of Soils - Black Soil, ,,,,,
Centre,K-12,CBSE,Class 10,Geography,English,Contemporary India - II,1,Resources and Development,Resources and Development - India, ,,,,Soil as a Resource,Soil as a Resource,Classification of Soils - Red and Yellow Soils,https://diksha.gov.in/play/content/do_31257982531887923229758, ,,C5,Reviewed ,
Centre,K-12,CBSE,Class 10,Geography,English,Contemporary India - II,1,Resources and Development,Resources and Development - India, ,,,,Soil as a Resource,Soil as a Resource,Classification of Soils - Laterite Soil,https://community.ekstep.in/preview/content/do_312579825347584000110003, ,,C5,Reviewed ,
Centre,K-12,CBSE,Class 10,Geography,English,Contemporary India - II,1,Resources and Development,Resources and Development - India, ,,,,Soil as a Resource,Soil as a Resource,Classification of Soils - Arid Soils,https://diksha.gov.in/play/content/do_312579825391206400110004, ,,C5,,
Centre,K-12,CBSE,Class 10,Geography,English,Contemporary India - II,1,Resources and Development,Resources and Development - India, ,,,,Soil as a Resource,Soil as a Resource,Classification of Soils - Forest Soils, ,,,,,
Centre,K-12,CBSE,Class 10,Geography,English,Contemporary India - II,1,Resources and Development,Resources and Development - India, ,,,,Soil Erosion and Soil Conservation,Soil Erosion and Soil Conservation,NA,https://diksha.gov.in/play/content/do_31257982547082444829764, ,,C3,Reviewed ,
Centre,K-12,CBSE,Class 10,Geography,English,Contemporary India - II,1,Resources and Development,Resources and Development - India, ,,,,State of India’s Environment,Environment Regeneration in India,NA,https://diksha.gov.in/play/content/do_312579825485258752110008, ,,C3,Reviewed ,
Centre,K-12,CBSE,Class 10,Geography,English,Contemporary India - II,2,Forest and Wildlife Resources,Forest and Wildlife Resources in India,https://diksha.gov.in/play/content/do_312579825529217024110010,https://diksha.gov.in/play/content/do_312471036175499264218528, ,"C3,C4",NA,NA,NA, ,,, ,Reviewed ,
Centre,K-12,CBSE,Class 10,Geography,English,Contemporary India - II,2,Forest and Wildlife Resources,Forest and Wildlife Resources in India, ,,,,Flora and Fauna in India,Flora and Fauna in India,NA,https://community.ekstep.in/preview/content/do_31257982554768998429769, ,,C1,Reviewed ,
Centre,K-12,CBSE,Class 10,Geography,English,Contemporary India - II,2,Forest and Wildlife Resources,Forest and Wildlife Resources in India, ,,,,Conservation of Forest and Wildlife in India,Conservation of Forest and Wildlife in India,NA,https://diksha.gov.in/play/content/do_31257982557404364829772, ,,C1,,
Centre,K-12,CBSE,Class 10,Geography,English,Contemporary India - II,2,Forest and Wildlife Resources,Forest and Wildlife Resources in India, ,,,,Types and Distribution of Forest and Wildlife Resources,Types and Distribution of Forest and Wildlife Resources in India,NA, ,,, ,,
Centre,K-12,CBSE,Class 10,Geography,English,Contemporary India - II,2,Forest and Wildlife Resources,Forest and Wildlife Resources in India, ,,,,Community and Conservation,Community and Conservation in India,NA,https://diksha.gov.in/play/content/do_31257982562730803229776, ,,C5,Reviewed ,
Centre,K-12,CBSE,Class 10,Geography,English,Contemporary India - II,3,Water Resources,Water Resources in India, ,,,,NA,NA,NA, ,,, ,,
Centre,K-12,CBSE,Class 10,Geography,English,Contemporary India - II,3,Water Resources,Water Resources in India, ,,,,Water Scarcity and the Need for Water conservation and Management,Water Scarcity and the Need for Water conservation and Management - India,NA,,,,,,
Centre,K-12,CBSE,Class 10,Geography,English,Contemporary India - II,3,Water Resources,Water Resources in India, ,,,,Multi-purpose River Projects and integrated Water Resources Management,Conserve and Manage Water Resources in India,NA,,,,,,
Centre,K-12,CBSE,Class 10,Geography,English,Contemporary India - II,3,Water Resources,Water Resources in India, ,,,,Rainwater Harvesting,Rainwater Harvesting in India,NA,,,,,,
Centre,K-12,CBSE,Class 10,Geography,English,Contemporary India - II,3,Water Resources,Water Resources in India, ,,,,Bamboo Drip Irrigation System,Bamboo Drip Irrigation System in India,NA,,,,,,
Centre,K-12,CBSE,Class 10,Geography,English,Contemporary India - II,4,Agriculture,Agriculture in India, , , , ,NA,NA,NA,,,,,,
Centre,K-12,CBSE,Class 10,Geography,English,Contemporary India - II,4,Agriculture,Agriculture in India, ,,,,Types of Farming,Types of Farming in India,NA,,,,,,
Centre,K-12,CBSE,Class 10,Geography,English,Contemporary India - II,4,Agriculture,Agriculture in India, ,,,,Types of Farming,Types of Farming in India,Primitive Subsistence Farming, ,,,,,
Centre,K-12,CBSE,Class 10,Geography,English,Contemporary India - II,4,Agriculture,Agriculture in India, ,,,,Types of Farming,Types of Farming in India,Intensive Subsistence Farming, ,,,,,
Centre,K-12,CBSE,Class 10,Geography,English,Contemporary India - II,4,Agriculture,Agriculture in India, ,,,,Types of Farming,Types of Farming in India,Commercial Farming, ,,,,,
Centre,K-12,CBSE,Class 10,Geography,English,Contemporary India - II,4,Agriculture,Agriculture in India, ,,,,Cropping Pattern,Cropping Pattern in India,NA,,,,,,
Centre,K-12,CBSE,Class 10,Geography,English,Contemporary India - II,4,Agriculture,Agriculture in India, ,,,,Cropping Pattern,Cropping Pattern in India,Major Crops,,,,,,
Centre,K-12,CBSE,Class 10,Geography,English,Contemporary India - II,4,Agriculture,Agriculture in India, ,,,,Cropping Pattern,Cropping Pattern in India,Food Crops other than Grains, ,,,,,
Centre,K-12,CBSE,Class 10,Geography,English,Contemporary India - II,4,Agriculture,Agriculture in India, ,,,,Cropping Pattern,Cropping Pattern in India,Non-Food Crops,,,,,,
Centre,K-12,CBSE,Class 10,Geography,English,Contemporary India - II,4,Agriculture,Agriculture in India, ,,,,Cropping Pattern,Cropping Pattern in India,Technological and Institutional Reforms, ,,,,,
Centre,K-12,CBSE,Class 10,Geography,English,Contemporary India - II,4,Agriculture,Agriculture in India, ,,,,Cropping Pattern,Cropping Pattern in India,"Contribution of agriculture to the national economy, employment and output", ,,,,,
Centre,K-12,CBSE,Class 10,Geography,English,Contemporary India - II,4,Agriculture,Agriculture in India, ,,,,Food Security,Food Security in India,NA, ,,, ,,
Centre,K-12,CBSE,Class 10,Geography,English,Contemporary India - II,4,Agriculture,Agriculture in India, ,,,,Impact of Globalisation on Agriculture,Impact of Globalisation on Agriculture in India,NA,,,,,,
Centre,K-12,CBSE,Class 10,Geography,English,Contemporary India - II,5,Minerals and Energy Resources,Minerals and Energy Resources in India, ,,,,NA,NA,NA,,,,,,
Centre,K-12,CBSE,Class 10,Geography,English,Contemporary India - II,5,Minerals and Energy Resources,Minerals and Energy Resources in India, ,,,,What is a mineral?,Mineral,NA,,,,,,
Centre,K-12,CBSE,Class 10,Geography,English,Contemporary India - II,5,Minerals and Energy Resources,Minerals and Energy Resources in India, ,,,,Classification of Minerals,Classification of Minerals,NA,,,,,,
Centre,K-12,CBSE,Class 10,Geography,English,Contemporary India - II,5,Minerals and Energy Resources,Minerals and Energy Resources in India, ,,,,Mode of Occurrence of Minerals,Mode of Occurrence of Minerals,Where are these minerals found?, ,,,,,
Centre,K-12,CBSE,Class 10,Geography,English,Contemporary India - II,5,Minerals and Energy Resources,Minerals and Energy Resources in India, ,,,,Ferrous Minerals,Ferrous Minerals in India,NA,,,,,,
Centre,K-12,CBSE,Class 10,Geography,English,Contemporary India - II,5,Minerals and Energy Resources,Minerals and Energy Resources in India, ,,,,Ferrous Minerals,Ferrous Minerals in India,Iron Ore,,,,,,
Centre,K-12,CBSE,Class 10,Geography,English,Contemporary India - II,5,Minerals and Energy Resources,Minerals and Energy Resources in India, ,,,,Ferrous Minerals,Ferrous Minerals in India,Manganese,,,,,,
Centre,K-12,CBSE,Class 10,Geography,English,Contemporary India - II,5,Minerals and Energy Resources,Minerals and Energy Resources in India, ,,,,Non-Ferrous Minerals,Non-Ferrous Minerals in India,NA,,,,,,
Centre,K-12,CBSE,Class 10,Geography,English,Contemporary India - II,5,Minerals and Energy Resources,Minerals and Energy Resources in India, ,,,,Non-Ferrous Minerals,Non-Ferrous Minerals in India,Copper,,,,,,
Centre,K-12,CBSE,Class 10,Geography,English,Contemporary India - II,5,Minerals and Energy Resources,Minerals and Energy Resources in India, ,,,,Non-Ferrous Minerals,Non-Ferrous Minerals in India,Bauxite,,,,,,
Centre,K-12,CBSE,Class 10,Geography,English,Contemporary India - II,5,Minerals and Energy Resources,Minerals and Energy Resources in India, ,,,,Non-Metallic Minerals,Non-Metallic Minerals in India,NA,,,,,,
Centre,K-12,CBSE,Class 10,Geography,English,Contemporary India - II,5,Minerals and Energy Resources,Minerals and Energy Resources in India, ,,,,Rock Minerals,Rock Minerals,NA,,,,,,
Centre,K-12,CBSE,Class 10,Geography,English,Contemporary India - II,5,Minerals and Energy Resources,Minerals and Energy Resources in India, ,,,,Hazards of Mining,Hazards of Mining,NA,,,,,,
Centre,K-12,CBSE,Class 10,Geography,English,Contemporary India - II,5,Minerals and Energy Resources,Minerals and Energy Resources in India, ,,,,Conservation of Minerals,Conservation of Minerals,NA,,,,,,
Centre,K-12,CBSE,Class 10,Geography,English,Contemporary India - II,5,Minerals and Energy Resources,Minerals and Energy Resources in India, ,,,,Energy Resources,Energy Resources,NA,,,,,,
Centre,K-12,CBSE,Class 10,Geography,English,Contemporary India - II,5,Minerals and Energy Resources,Minerals and Energy Resources in India, ,,,,Energy Resources,Energy Resources,Conventional Sources of Energy, ,,,,,
Centre,K-12,CBSE,Class 10,Geography,English,Contemporary India - II,5,Minerals and Energy Resources,Minerals and Energy Resources in India, ,,,,Energy Resources,Energy Resources,Non-Conventional Sources of Energy, ,,,,,
Centre,K-12,CBSE,Class 10,Geography,English,Contemporary India - II,5,Minerals and Energy Resources,Minerals and Energy Resources in India, ,,,,Conservation of Energy Resources,Conservation of Energy Resources,NA,,,,,,
Centre,K-12,CBSE,Class 10,Geography,English,Contemporary India - II,6,Manufacturing Industries,Manufacturing Industries : India, ,,,,NA,NA,NA,,,,,,
Centre,K-12,CBSE,Class 10,Geography,English,Contemporary India - II,6,Manufacturing Industries,Manufacturing Industries : India, ,,,,Importance of Manufacturing,Importance of Manufacturing,NA,,,,,,
Centre,K-12,CBSE,Class 10,Geography,English,Contemporary India - II,6,Manufacturing Industries,Manufacturing Industries : India, ,,,,Contribution of Industry to National Economy,Contribution of Industry to National Economy in India,NA,,,,,,
Centre,K-12,CBSE,Class 10,Geography,English,Contemporary India - II,6,Manufacturing Industries,Manufacturing Industries : India, ,,,,Industrial Location,Industrial Location,NA,,,,,,
Centre,K-12,CBSE,Class 10,Geography,English,Contemporary India - II,6,Manufacturing Industries,Manufacturing Industries : India, ,,,,Classification of Industries,Classification of Industries,NA,,,,,,
Centre,K-12,CBSE,Class 10,Geography,English,Contemporary India - II,6,Manufacturing Industries,Manufacturing Industries : India, ,,,,Agro Based Industries,Agro Based Industries in India,NA,,,,,,
Centre,K-12,CBSE,Class 10,Geography,English,Contemporary India - II,6,Manufacturing Industries,Manufacturing Industries : India, ,,,,Agro Based Industries,Agro Based Industries in India,Textile Industry,,,,,,
Centre,K-12,CBSE,Class 10,Geography,English,Contemporary India - II,6,Manufacturing Industries,Manufacturing Industries : India, ,,,,Agro Based Industries,Agro Based Industries in India,Cotton Textiles,,,,,,
Centre,K-12,CBSE,Class 10,Geography,English,Contemporary India - II,6,Manufacturing Industries,Manufacturing Industries : India, ,,,,Agro Based Industries,Agro Based Industries in India,Jute Textiles,,,,,,
Centre,K-12,CBSE,Class 10,Geography,English,Contemporary India - II,6,Manufacturing Industries,Manufacturing Industries : India, ,,,,Agro Based Industries,Agro Based Industries in India,Sugar Industry,,,,,,
Centre,K-12,CBSE,Class 10,Geography,English,Contemporary India - II,6,Manufacturing Industries,Manufacturing Industries : India, ,,,,Mineral based Industries,Mineral based Industries in India,NA,,,,,,
Centre,K-12,CBSE,Class 10,Geography,English,Contemporary India - II,6,Manufacturing Industries,Manufacturing Industries : India, ,,,,Mineral based Industries,Mineral based Industries in India,Iron and Steel Industry, ,,,,,
Centre,K-12,CBSE,Class 10,Geography,English,Contemporary India - II,6,Manufacturing Industries,Manufacturing Industries : India, ,,,,Mineral based Industries,Mineral based Industries in India,Aluminium Smelting, ,,,,,
Centre,K-12,CBSE,Class 10,Geography,English,Contemporary India - II,6,Manufacturing Industries,Manufacturing Industries : India, ,,,,Mineral based Industries,Mineral based Industries in India,Chemical Industries, ,,,,,
Centre,K-12,CBSE,Class 10,Geography,English,Contemporary India - II,6,Manufacturing Industries,Manufacturing Industries : India, ,,,,Mineral based Industries,Mineral based Industries in India,Fertiliser Industry, ,,,,,
Centre,K-12,CBSE,Class 10,Geography,English,Contemporary India - II,6,Manufacturing Industries,Manufacturing Industries : India, ,,,,Mineral based Industries,Mineral based Industries in India,Cement Industry,,,,,,
Centre,K-12,CBSE,Class 10,Geography,English,Contemporary India - II,6,Manufacturing Industries,Manufacturing Industries : India, ,,,,Mineral based Industries,Mineral based Industries in India,Automobile Industry, ,,,,,
Centre,K-12,CBSE,Class 10,Geography,English,Contemporary India - II,6,Manufacturing Industries,Manufacturing Industries : India, ,,,,Mineral based Industries,Mineral based Industries in India,Information Technology and Electronics Industry, ,,,,,
Centre,K-12,CBSE,Class 10,Geography,English,Contemporary India - II,6,Manufacturing Industries,Manufacturing Industries : India, ,,,,Industrial Pollution and Environmental Degradation,Industrial Pollution and Environmental Degradation in India,NA,,,,,,
Centre,K-12,CBSE,Class 10,Geography,English,Contemporary India - II,6,Manufacturing Industries,Manufacturing Industries : India, ,,,,Control of Environmental Degradation,Control of Environmental Degradation,NA,,,,,,
Centre,K-12,CBSE,Class 10,Geography,English,Contemporary India - II,7,Lifelines of National Economy,Lifelines of National Economy : India, , , , ,NA,NA,NA,,,,,,
Centre,K-12,CBSE,Class 10,Geography,English,Contemporary India - II,7,Lifelines of National Economy,Lifelines of National Economy : India, ,,,,Transport,Different Transport System of India,Roadways,,,,,,
Centre,K-12,CBSE,Class 10,Geography,English,Contemporary India - II,7,Lifelines of National Economy,Lifelines of National Economy : India, ,,,,Transport,Different Transport System of India,Road Density,,,,,,
Centre,K-12,CBSE,Class 10,Geography,English,Contemporary India - II,7,Lifelines of National Economy,Lifelines of National Economy : India, ,,,,Transport,Different Transport System of India,Railways,,,,,,
Centre,K-12,CBSE,Class 10,Geography,English,Contemporary India - II,7,Lifelines of National Economy,Lifelines of National Economy : India, ,,,,Transport,Different Transport System of India,Pipelines,,,,,,
Centre,K-12,CBSE,Class 10,Geography,English,Contemporary India - II,7,Lifelines of National Economy,Lifelines of National Economy : India, ,,,,Transport,Different Transport System of India,Waterways,,,,,,
Centre,K-12,CBSE,Class 10,Geography,English,Contemporary India - II,7,Lifelines of National Economy,Lifelines of National Economy : India, ,,,,Transport,Different Transport System of India,Major Sea Ports,,,,,,
Centre,K-12,CBSE,Class 10,Geography,English,Contemporary India - II,7,Lifelines of National Economy,Lifelines of National Economy : India, ,,,,Transport,Different Transport System of India,Airways,,,,,,
Centre,K-12,CBSE,Class 10,Geography,English,Contemporary India - II,7,Lifelines of National Economy,Lifelines of National Economy : India, ,,,,Communication,Communication in India,NA,,,,,,
Centre,K-12,CBSE,Class 10,Geography,English,Contemporary India - II,7,Lifelines of National Economy,Lifelines of National Economy : India, ,,,,International Trade,International Trade in India,NA,,,,,,
Centre,K-12,CBSE,Class 10,Geography,English,Contemporary India - II,7,Lifelines of National Economy,Lifelines of National Economy : India, ,,,,Tourism as a Trade,Tourism as a Trade in India,NA,,,,,,
